Date,Closing Balance
05/09/20,3631.95
06/09/20,3621.95
09/09/20,3611.95
09/09/20,3491.95
09/09/20,3611.95
16/09/20,3511.95
19/09/20,3501.95
20/09/20,3491.95
21/09/20,3441.95
22/09/20,2844.95
22/09/20,2834.95
23/09/20,2824.95
24/09/20,2814.95
28/09/20,2804.95
29/09/20,2238.95
29/09/20,2138.95
30/09/20,183954.95
30/09/20,63954
30/09/20,57500
30/09/20,56603
01/10/20,56656
01/10/20,46656
01/10/20,36656
01/10/20,26656
02/10/20,26646
03/10/20,26622
04/10/20,26612
05/10/20,23612
05/10/20,9112
05/10/20,7554
07/10/20,6804
10/10/20,6794
12/10/20,6784
14/10/20,6774
14/10/20,6756
22/10/20,74567
22/10/20,73756
22/10/20,6756
25/10/20,19756
25/10/20,6756
30/10/20,191976
31/10/20,191500
31/10/20,37500
02/11/20,17500
02/11/20,7500
05/11/20,25000
05/11/20,22000
05/11/20,7500
07/11/20,7350
08/11/20,5350
09/11/20,5365
12/11/20,5216
15/11/20,4053.5
15/11/20,4043.5
18/11/20,4033.5
19/11/20,4083.5
22/11/20,4073.5
24/11/20,4074.5
24/11/20,87773.19
24/11/20,67773.19
24/11/20,47773.19
24/11/20,27773.19
24/11/20,7773.19
24/11/20,7777.19
24/11/20,7782.19
24/11/20,7732.19
25/11/20,7733.19
28/11/20,7734.19
30/11/20,7536.19
30/11/20,193138.19
30/11/20,190000
30/11/20,57000
01/12/20,47000
01/12/20,37000
01/12/20,35889
01/12/20,25889
03/12/20,22889
03/12/20,25889
03/12/20,22889
03/12/20,25889
03/12/20,22889
03/12/20,9402.38
08/12/20,59732.38
08/12/20,9402.38
12/12/20,9282.38
12/12/20,9402.38
12/12/20,9282.38
14/12/20,9182.38
14/12/20,9132.38
22/12/20,10132.38
22/12/20,14132.38
22/12/20,9132.38
24/12/20,9032.38
24/12/20,19714.38
24/12/20,9032.38
25/12/20,9022.38
26/12/20,9012.38
27/12/20,9002.38
30/12/20,8992.38
31/12/20,8942.38
31/12/20,3942.38
31/12/20,189165.38
31/12/20,35165
31/12/20,35000
31/12/20,33000
01/01/21,33091
01/01/21,28924
01/01/21,23924
01/01/21,18924
01/01/21,13924
01/01/21,3924
03/01/21,3724
04/01/21,61224
04/01/21,23725
04/01/21,20725
04/01/21,13775
04/01/21,3775
04/01/21,3675
04/01/21,3665
06/01/21,4465
06/01/21,3665
07/01/21,3655
08/01/21,4655
08/01/21,3655
20/01/21,103655
22/01/21,203655
26/01/21,188705
26/01/21,113955
26/01/21,112955
29/01/21,298555
29/01/21,98555
29/01/21,60000
01/02/21,55833
01/02/21,50833
01/02/21,35833
01/02/21,235833
01/02/21,35833
01/02/21,35733
02/02/21,135733
02/02/21,85733
02/02/21,75733
02/02/21,25733
03/02/21,55733
03/02/21,52733
03/02/21,55733
03/02/21,52733
03/02/21,38023
03/02/21,8023
06/02/21,32023
06/02/21,8023
08/02/21,26023
08/02/21,16023
08/02/21,7786
08/02/21,7789
08/02/21,7792
08/02/21,9251
08/02/21,7791
09/02/21,18721.77
10/02/21,7791
12/02/21,2791
15/02/21,2291
15/02/21,1791
22/02/21,101791
22/02/21,1791
22/02/21,1796
26/02/21,185158
26/02/21,75158
26/02/21,75000
27/02/21,74900
01/03/21,70733
01/03/21,55733
01/03/21,50733
01/03/21,40733
03/03/21,190733
04/03/21,187733
04/03/21,173233
04/03/21,168233
04/03/21,158972.2
04/03/21,159575.95
05/03/21,159075.95
10/03/21,160573.95
11/03/21,160516.95
13/03/21,10000.95
16/03/21,10001.95
29/03/21,9001.95
30/03/21,4001.95
30/03/21,404001.95
31/03/21,4356.95
31/03/21,24356.95
31/03/21,14356.95
31/03/21,4356.95
31/03/21,187706.95
31/03/21,41706
31/03/21,41667
31/03/21,41671
31/03/21,42171
31/03/21,41171
01/04/21,41527
01/04/21,40527
01/04/21,36360
03/04/21,26360
06/04/21,23360
06/04/21,8860
09/04/21,11360
09/04/21,13860
09/04/21,16456
10/04/21,8860
14/04/21,5860
17/04/21,5760
21/04/21,5260
22/04/21,5261
25/04/21,8594.5
25/04/21,5261
30/04/21,193829
01/05/21,188829
01/05/21,183829
01/05/21,179662
01/05/21,169662
02/05/21,144662
02/05/21,129662
03/05/21,126662
03/05/21,112162
03/05/21,36535.3
03/05/21,15000
03/05/21,14000
03/05/21,15000
05/05/21,37083.54
05/05/21,32326.54
06/05/21,17745.54
06/05/21,10000
09/05/21,40000
09/05/21,10000
31/05/21,208882
31/05/21,208500
31/05/21,117500
01/06/21,113333
01/06/21,108333
01/06/21,88333
01/06/21,78333
02/06/21,28333
02/06/21,78333
03/06/21,75333
03/06/21,60833
03/06/21,11389
05/06/21,6817
06/06/21,6703
08/06/21,6646
12/06/21,6589
14/06/21,5777
20/06/21,5663
20/06/21,5651
23/06/21,37111
23/06/21,5651
29/06/21,5351
30/06/21,245969
30/06/21,255969
30/06/21,77969
30/06/21,77500
01/07/21,77636
01/07/21,67636
01/07/21,52636
01/07/21,42636
01/07/21,38469
01/07/21,37874
01/07/21,37124
02/07/21,29824
02/07/21,29823
02/07/21,29824
02/07/21,29823
02/07/21,29824
05/07/21,26824
05/07/21,12324
05/07/21,6822.5
05/07/21,6823.5
05/07/21,2251.5
05/07/21,135348.5
05/07/21,335348.5
06/07/21,2251.5
10/07/21,1451.5
10/07/21,1441.5
12/07/21,1341.5
12/07/21,1331.5
12/07/21,1321.5
15/07/21,2121.5
17/07/21,3002.05
21/07/21,2992.05
27/07/21,7086.05
27/07/21,25631.05
27/07/21,7086.05
29/07/21,618.05
30/07/21,199502.05
30/07/21,209502.05
31/07/21,100000
31/07/21,97300
31/07/21,97000
01/08/21,92833
02/08/21,82833
02/08/21,77833
02/08/21,67833
02/08/21,57833
03/08/21,55333
04/08/21,55336
04/08/21,52336
04/08/21,46586
04/08/21,9600.96
04/08/21,26100.96
04/08/21,9600.96
05/08/21,5028.96
14/08/21,4948.96
14/08/21,3948.96
15/08/21,3448.96
16/08/21,8448.96
16/08/21,4363.96
16/08/21,4348.96
17/08/21,4248.96
17/08/21,4188.96
18/08/21,20488.96
18/08/21,4188.96
19/08/21,3188.96
19/08/21,4188.96
22/08/21,11188.96
22/08/21,4188.96
26/08/21,16428.96
26/08/21,4188.96
28/08/21,3188.96
30/08/21,144.96
30/08/21,134.96
31/08/21,199016.96
31/08/21,104000
31/08/21,114000
31/08/21,113700
01/09/21,103700
01/09/21,93700
01/09/21,88700
01/09/21,88704
01/09/21,84537
01/09/21,74537
02/09/21,24537
04/09/21,21537
05/09/21,21462
06/09/21,16890
06/09/21,16850
06/09/21,15850
09/09/21,110850
09/09/21,10850
18/09/21,10840
19/09/21,10000
26/09/21,9920
27/09/21,9910
30/09/21,3910
30/09/21,203106
30/09/21,213106
30/09/21,104000
01/10/21,104149
01/10/21,94149
01/10/21,89149
01/10/21,79149
01/10/21,69149
01/10/21,64982
03/10/21,21138.05
04/10/21,14572
05/10/21,10000
08/10/21,9957.62
09/10/21,9953.81
09/10/21,9950
11/10/21,14447
25/10/21,13653
26/10/21,10000
26/10/21,9700
27/10/21,1750
28/10/21,1670
28/10/21,1659
29/10/21,202746
29/10/21,212746
29/10/21,82745.95
29/10/21,74848.95
30/10/21,71498.95
01/11/21,66498.95
01/11/21,61498.95
01/11/21,56498.95
01/11/21,46498.95
01/11/21,41498.95
01/11/21,31498.95
01/11/21,21498.95
01/11/21,17331.95
02/11/21,11218
06/11/21,6650
09/11/21,16650
09/11/21,6650
18/11/21,16650
18/11/21,6150
21/11/21,6050
23/11/21,6492.75
30/11/21,207580.75
30/11/21,122580.35
30/11/21,122402.35
01/12/21,118235.35
01/12/21,108235.35
01/12/21,98235.35
01/12/21,88235.35
01/12/21,83235.35
01/12/21,78235.35
01/12/21,73235.35
01/12/21,68235.35
04/12/21,66999.95
04/12/21,9999.95
07/12/21,11498.95
08/12/21,9799.09
08/12/21,114799.09
08/12/21,59799.09
08/12/21,9799.09
12/12/21,9789.09
12/12/21,9759.09
12/12/21,9729.09
12/12/21,9611.09
12/12/21,9616.09
13/12/21,65174.72
13/12/21,9674.09
13/12/21,9616.09
13/12/21,58122.59
13/12/21,9616.09
14/12/21,55236.09
15/12/21,9616.09
16/12/21,127616.09
16/12/21,27616.09
16/12/21,9616.09
16/12/21,127616.09
18/12/21,244616.09
22/12/21,229991.09
22/12/21,9991
23/12/21,9990
25/12/21,9794.46
27/12/21,18048.46
29/12/21,9794.46
31/12/21,208609.46
01/01/22,208850.46
01/01/22,204683.46
03/01/22,179683.46
03/01/22,154683.46
03/01/22,104683.46
03/01/22,59683.46
03/01/22,41746.6
03/01/22,11000.6
04/01/22,10000
07/01/22,60000
08/01/22,10000
08/01/22,8500
10/01/22,9999
11/01/22,10799
11/01/22,10800
12/01/22,8500
16/01/22,8406.21
16/01/22,8411.21
20/01/22,9321.38
26/01/22,8931.38
26/01/22,8781.38
26/01/22,8721.38
26/01/22,8641.38
29/01/22,8601.38
31/01/22,207157.38
31/01/22,91025.2
01/02/22,86858.2
01/02/22,76858.2
01/02/22,61858.2
01/02/22,46858.2
01/02/22,31858.2
01/02/22,16858.2
03/02/22,9739.41
07/02/22,11338.41
07/02/22,61338.41
07/02/22,11338.41
08/02/22,9739.41
08/02/22,9742.41
11/02/22,24302.41
12/02/22,9742.41
12/02/22,9613.32
18/02/22,8113.32
23/02/22,8013.32
24/02/22,7932.32
28/02/22,201888.32
01/03/22,157017.32
01/03/22,137017.32
01/03/22,112017.32
01/03/22,87017.32
01/03/22,67017.32
01/03/22,42017.32
01/03/22,17017.32
01/03/22,12850.32
14/03/22,12848.44
14/03/22,11993.44
17/03/22,11978.44
17/03/22,11958.44
20/03/22,11852.44
21/03/22,12702.44
21/03/22,11852.44
22/03/22,12702.44
24/03/22,12612.44
27/03/22,12610.08
30/03/22,12412.08
30/03/22,12312.08
30/03/22,13312.08
31/03/22,203454.08
31/03/22,144167
01/04/22,114167
01/04/22,84167
01/04/22,54167
01/04/22,14167
01/04/22,14305
01/04/22,10138
02/04/22,9138
05/04/22,9139.88
06/04/22,9084.88
06/04/22,9087.24
07/04/22,8887.24
10/04/22,8807.24
11/04/22,9807.24
13/04/22,9722.24
14/04/22,9322.24
18/04/22,8822.24
19/04/22,8742.24
21/04/22,8490.24
22/04/22,7490.24
27/04/22,7380.24
28/04/22,7350.24
29/04/22,208049.24
29/04/22,14167
30/04/22,14267.5
01/05/22,10100.5
02/05/22,130100.5
02/05/22,90100.5
02/05/22,50100.5
02/05/22,10100.5
02/05/22,8688.5
02/05/22,8663.5
09/05/22,10382.5
11/05/22,10292.5
12/05/22,210292.5
12/05/22,200292.5
13/05/22,292.5
13/05/22,10292.5
14/05/22,9342.5
17/05/22,8953.5
19/05/22,8453.5
19/05/22,7953.5
19/05/22,7944.5
20/05/22,7471.5
20/05/22,7463.5
23/05/22,8822.5
25/05/22,8794.5
25/05/22,8715.5
26/05/22,80215.5
26/05/22,8715.5
26/05/22,8685.5
31/05/22,272134.5
31/05/22,72135.5
01/06/22,62135.5
01/06/22,52135.5
01/06/22,42135.5
01/06/22,32135.5
01/06/22,27968.5
01/06/22,27858.5
02/06/22,28858.5
02/06/22,227858.5
02/06/22,227798.5
02/06/22,7798.5
03/06/22,6798.5
03/06/22,6799.5
08/06/22,5799.5
10/06/22,5769.5
10/06/22,4269.5
11/06/22,2390.5
12/06/22,2384.5
12/06/22,2264.5
13/06/22,1383.5
13/06/22,2088.5
14/06/22,2093.5
15/06/22,2063.5
15/06/22,1601.5
16/06/22,1571.5
16/06/22,1532.5
19/06/22,1482.5
20/06/22,1944.5
21/06/22,1644.5
22/06/22,1616.5
22/06/22,1596.5
23/06/22,1556.5
23/06/22,1376.5
23/06/22,1026.5
27/06/22,2385.5
29/06/22,2345.5
30/06/22,1845.5
30/06/22,222729.5
01/07/22,161637.5
01/07/22,96637.5
01/07/22,71637.5
01/07/22,61637.5
01/07/22,61763.5
01/07/22,57596.5
04/07/22,11971.5
04/07/22,12021.5
05/07/22,11521.5
06/07/22,211521.5
06/07/22,11521.5
07/07/22,11481.5
07/07/22,11441.5
07/07/22,11481.5
08/07/22,11381.5
08/07/22,11384.5
09/07/22,11345.5
15/07/22,11175.5
20/07/22,10791.5
23/07/22,10692.5
29/07/22,12051.5
29/07/22,232936.5
29/07/22,142947
29/07/22,142228
30/07/22,141694
01/08/22,131694
01/08/22,121694
01/08/22,111694
01/08/22,101694
01/08/22,91694
01/08/22,81694
01/08/22,71694
01/08/22,61694
01/08/22,51694
01/08/22,47527
03/08/22,47489
04/08/22,147489
04/08/22,158879
04/08/22,117079
04/08/22,7079
06/08/22,6078.5
09/08/22,6178.5
11/08/22,6060.5
12/08/22,5960.5
18/08/22,5928.5
22/08/22,7647.5
24/08/22,7615.5
24/08/22,7539.5
24/08/22,7512.5
24/08/22,7588.5
25/08/22,7488.5
29/08/22,228372.5
29/08/22,328372.5
29/08/22,128372.5
29/08/22,122845.25
01/09/22,92845.25
01/09/22,62845.25
01/09/22,32845.25
01/09/22,28678.25
01/09/22,20000.01
02/09/22,20050.01
02/09/22,10050.01
07/09/22,201150.01
07/09/22,10050.01
08/09/22,10150.01
09/09/22,10350.01
10/09/22,10106.01
14/09/22,10089.01
14/09/22,9971.01
14/09/22,227971.01
14/09/22,202971.01
15/09/22,202970.01
19/09/22,203057.51
19/09/22,202557.51
20/09/22,204276.51
21/09/22,204244.51
22/09/22,204234.51
22/09/22,10000
24/09/22,9992
26/09/22,9957
26/09/22,9951
28/09/22,123951
28/09/22,118100
29/09/22,118095
30/09/22,378518
30/09/22,236721
30/09/22,211721
01/10/22,212035
01/10/22,207868
01/10/22,182868
01/10/22,182859
02/10/22,232859
02/10/22,182859
03/10/22,162859
03/10/22,142859
03/10/22,122859
03/10/22,132859
03/10/22,124314.48
03/10/22,124214.48
06/10/22,10000
11/10/22,10100
12/10/22,10462.25
17/10/22,385462.25
17/10/22,210462.25
18/10/22,20462.25
19/10/22,20419.25
24/10/22,420419.25
24/10/22,20419.25
24/10/22,18319.95
24/10/22,14189.95
25/10/22,15688.95
26/10/22,10688.95
26/10/22,5688.95
28/10/22,115775.31
28/10/22,110775.31
28/10/22,5000
30/10/22,55000
30/10/22,53900
30/10/22,53903
30/10/22,53753
31/10/22,3753
31/10/22,53753
31/10/22,3753
31/10/22,237928
01/11/22,232928
01/11/22,227928
01/11/22,226678
01/11/22,225428
01/11/22,221261
01/11/22,241261
01/11/22,234261
03/11/22,232308.16
06/11/22,234808.16
07/11/22,232308.16
07/11/22,247308.16
07/11/22,247292.16
08/11/22,143292.16
09/11/22,143174.16
10/11/22,21974.16
10/11/22,21983.16
10/11/22,22049.16
10/11/22,7265.16
11/11/22,17265.16
11/11/22,7265.16
11/11/22,5606.16
13/11/22,8106.16
14/11/22,5606.16
14/11/22,5564.56
15/11/22,7063.56
17/11/22,7097.56
18/11/22,1404.56
18/11/22,904.56
19/11/22,907.56
19/11/22,408.56
19/11/22,411.56
19/11/22,161.55
20/11/22,2661.55
21/11/22,161.55
23/11/22,56161.55
23/11/22,1161.55
26/11/22,1515.06
26/11/22,515.06
27/11/22,3015.06
28/11/22,515.06
28/11/22,518.06
30/11/22,50518.06
30/11/22,518.06
30/11/22,234313.06
01/12/22,230146.06
01/12/22,180146.06
01/12/22,180178.06
03/12/22,132864.69
03/12/22,96550
04/12/22,104050
04/12/22,103950
04/12/22,103839
04/12/22,103794
05/12/22,96294
05/12/22,96297.75
05/12/22,96757.75
06/12/22,96796.25
06/12/22,96175.25
07/12/22,96127.25
07/12/22,9000
08/12/22,29000
08/12/22,9000
08/12/22,9060
11/12/22,16560
13/12/22,9060
13/12/22,163060
13/12/22,153060
14/12/22,153020
17/12/22,152840
17/12/22,152760
17/12/22,152660
17/12/22,152663
17/12/22,152144
17/12/22,8144
18/12/22,15644
19/12/22,8144
19/12/22,9893
21/12/22,9858
24/12/22,9778
24/12/22,9730
24/12/22,9520
25/12/22,17020
26/12/22,9520
29/12/22,7520
30/12/22,57520
30/12/22,290938
31/12/22,240938
31/12/22,240696
31/12/22,240454
01/01/23,240936
01/01/23,248436
01/01/23,244269
01/01/23,19723.02
02/01/23,12223.02
03/01/23,75006.73
03/01/23,72802.71
03/01/23,10019
06/01/23,10119
06/01/23,10069
06/01/23,10074
07/01/23,10024
07/01/23,10029
08/01/23,17529
09/01/23,10029
09/01/23,9979
09/01/23,9984
09/01/23,11483
10/01/23,111483
10/01/23,111443
10/01/23,61443
12/01/23,11443
12/01/23,11393
12/01/23,11398
15/01/23,18898
16/01/23,11398
17/01/23,28843.52
17/01/23,9899
17/01/23,9904
18/01/23,9872
22/01/23,17372
22/01/23,17172
22/01/23,14672
23/01/23,13422
23/01/23,12172
23/01/23,10922
23/01/23,9672
23/01/23,8422
23/01/23,7172
25/01/23,6972
27/01/23,6872
28/01/23,6372
29/01/23,13872
30/01/23,12622
30/01/23,11372
30/01/23,10122
30/01/23,8872
30/01/23,7622
30/01/23,6372
31/01/23,238653
31/01/23,16049
31/01/23,15999
01/02/23,11832
01/02/23,8732
01/02/23,6853
02/02/23,6253
02/02/23,6173
03/02/23,6398
03/02/23,27748
04/02/23,27698
04/02/23,27648
04/02/23,27598
04/02/23,27498
04/02/23,6123
05/02/23,13623
06/02/23,12373
06/02/23,11123
06/02/23,9873
06/02/23,8623
06/02/23,7373
06/02/23,6123
06/02/23,6179
07/02/23,5779
07/02/23,4779
09/02/23,4279
10/02/23,104279
10/02/23,54279
10/02/23,54079
11/02/23,54040
11/02/23,54580
12/02/23,62080
13/02/23,60830
13/02/23,59580
13/02/23,58330
13/02/23,57080
13/02/23,55830
13/02/23,54580
14/02/23,54598
14/02/23,4598
15/02/23,4617
15/02/23,4499
16/02/23,21499
16/02/23,4499
16/02/23,3499
17/02/23,3520
19/02/23,11020
20/02/23,9770
20/02/23,8520
20/02/23,7270
20/02/23,6020
20/02/23,4770
20/02/23,3520
20/02/23,260920
20/02/23,260975
20/02/23,261015
21/02/23,261016
21/02/23,261011
22/02/23,261051
23/02/23,261085.8
24/02/23,261253.8
24/02/23,261290.8
25/02/23,126290.8
25/02/23,126161.8
26/02/23,133661.8
26/02/23,133601.8
27/02/23,132351.8
27/02/23,131101.8
27/02/23,129851.8
27/02/23,128601.8
27/02/23,127351.8
27/02/23,126101.8
27/02/23,3000
28/02/23,236451
28/02/23,236501
28/02/23,16484.5
01/03/23,12317.5
01/03/23,12343
01/03/23,12391
02/03/23,10094.5
03/03/23,10406.5
03/03/23,202406.5
03/03/23,202408.79
03/03/23,202413.5
03/03/23,202414.65
03/03/23,202431.47
03/03/23,202436.33
03/03/23,202440.49
03/03/23,203440.49
03/03/23,203455.25
04/03/23,203390.25
04/03/23,203150.25
05/03/23,210650.25
06/03/23,209400.25
06/03/23,208150.25
06/03/23,206900.25
06/03/23,205650.25
06/03/23,204400.25
06/03/23,203150.25
06/03/23,203241.75
06/03/23,203250.75
07/03/23,201750
09/03/23,202452
10/03/23,302452
10/03/23,110702
10/03/23,60702
12/03/23,68202
13/03/23,66952
13/03/23,65702
13/03/23,64452
13/03/23,63202
13/03/23,61952
13/03/23,60702
13/03/23,63900
14/03/23,10000
14/03/23,9940
14/03/23,9901
16/03/23,46218.21
16/03/23,9901
19/03/23,17401
20/03/23,16151
20/03/23,14901
20/03/23,13651
20/03/23,12401
20/03/23,11151
20/03/23,9901
23/03/23,9982
26/03/23,17482
27/03/23,16232
27/03/23,14982
27/03/23,13732
27/03/23,12482
27/03/23,11232
27/03/23,9982
27/03/23,29982
27/03/23,9982
27/03/23,14281
27/03/23,9982
28/03/23,59982
28/03/23,59994.5
29/03/23,9994.5
29/03/23,11194.5
31/03/23,244654.5
01/04/23,15676.5
01/04/23,16031.5
01/04/23,11864.5
02/04/23,19364.5
02/04/23,262364.5
03/04/23,181364.5
03/04/23,100364.5
03/04/23,95364.5
03/04/23,19364.5
03/04/23,17864.97
03/04/23,16614.97
03/04/23,15364.97
03/04/23,14114.97
03/04/23,12864.97
03/04/23,11614.97
03/04/23,10364.97
03/04/23,78864.97
03/04/23,9864.97
05/04/23,37818.3
05/04/23,280980.15
05/04/23,321354.59
05/04/23,9864.97
06/04/23,202864.97
07/04/23,204602.79
07/04/23,202864.97
08/04/23,222864.97
09/04/23,202712
09/04/23,222712
10/04/23,220212
10/04/23,217712
10/04/23,215212
10/04/23,212712
10/04/23,210212
10/04/23,207712
10/04/23,205212
10/04/23,202712
10/04/23,232712
10/04/23,252712
10/04/23,202712
12/04/23,10000
13/04/23,9975
14/04/23,9751
16/04/23,29751
17/04/23,27251
17/04/23,24751
17/04/23,22251
17/04/23,19751
17/04/23,17251
17/04/23,14751
17/04/23,12251
17/04/23,9751
20/04/23,29513.87
20/04/23,9751
23/04/23,29751
23/04/23,29776
24/04/23,27276
24/04/23,24776
24/04/23,22276
24/04/23,19776
24/04/23,17276
24/04/23,14776
24/04/23,12276
24/04/23,9776
24/04/23,16776
25/04/23,9776
26/04/23,8802.4
26/04/23,8410.6
28/04/23,242882.6
28/04/23,20116
29/04/23,19916
30/04/23,29916
01/05/23,25749
01/05/23,24499
01/05/23,23249
01/05/23,21999
01/05/23,20749
01/05/23,19499
01/05/23,18249
01/05/23,16999
01/05/23,15749
01/05/23,115749
01/05/23,15749
03/05/23,56867
03/05/23,15749
03/05/23,15724
03/05/23,15624
03/05/23,15660
04/05/23,9715
04/05/23,30798.19
04/05/23,49826.91
04/05/23,70936.31
04/05/23,100832.29
04/05/23,9715
05/05/23,9708
07/05/23,19708
07/05/23,19688
07/05/23,19628
07/05/23,19608
07/05/23,18942
08/05/23,17692
08/05/23,16442
08/05/23,15192
08/05/23,13942
08/05/23,12692
08/05/23,11442
08/05/23,10192
08/05/23,8942
08/05/23,4442
08/05/23,12442
08/05/23,4442
08/05/23,5941
09/05/23,6888.6
10/05/23,15453.42
10/05/23,75453.42
10/05/23,65941
10/05/23,65941.04
10/05/23,15941.04
10/05/23,215941.04
10/05/23,213841.04
11/05/23,213771.04
11/05/23,213501.04
11/05/23,213401.04
12/05/23,198401.04
12/05/23,198287.04
12/05/23,198401.04
12/05/23,198287.04
14/05/23,208287.04
15/05/23,207037.04
15/05/23,205787.04
15/05/23,204537.04
15/05/23,203287.04
15/05/23,202037.04
15/05/23,200787.04
15/05/23,199537.04
15/05/23,198287.04
16/05/23,201341.4
16/05/23,198287.04
16/05/23,198212.04
16/05/23,198012.04
16/05/23,198004.04
17/05/23,197934.04
17/05/23,197864.04
18/05/23,157864.04
18/05/23,7864.04
20/05/23,36004.64
20/05/23,7864.04
21/05/23,17864.04
21/05/23,17364.04
22/05/23,16114.04
22/05/23,14864.04
22/05/23,13614.04
22/05/23,12364.04
22/05/23,11114.04
22/05/23,9864.04
22/05/23,8614.04
22/05/23,7364.04
23/05/23,7164.04
23/05/23,7099.04
25/05/23,7264.04
28/05/23,17264.04
29/05/23,16014.04
29/05/23,14764.04
29/05/23,13514.04
29/05/23,12264.04
29/05/23,11014.04
29/05/23,9764.04
29/05/23,8514.04
29/05/23,7264.04
30/05/23,7440.04
31/05/23,262472.04
31/05/23,23081.5
01/06/23,18914.5
01/06/23,19001.5
03/06/23,10095
03/06/23,10000
04/06/23,20000
05/06/23,120000
05/06/23,20000
05/06/23,21499
07/06/23,125239
07/06/23,123989
07/06/23,122739
07/06/23,121489
07/06/23,120239
07/06/23,118989
07/06/23,117739
07/06/23,116489
07/06/23,115239
07/06/23,115164
08/06/23,115240.05
10/06/23,175240.05
11/06/23,185240.05
12/06/23,183990.05
12/06/23,182740.05
12/06/23,181490.05
12/06/23,180240.05
12/06/23,178990.05
12/06/23,177740.05
12/06/23,176490.05
12/06/23,175240.05
12/06/23,115240.05
12/06/23,112240.05
13/06/23,232240.05
14/06/23,232779.85
14/06/23,232689.85
14/06/23,232870.65
14/06/23,232670.65
14/06/23,128390.65
14/06/23,128275.65
15/06/23,128163.65
16/06/23,128172.45
16/06/23,154172.45
16/06/23,128172.45
17/06/23,127842.45
18/06/23,137842.45
19/06/23,136592.45
19/06/23,135342.45
19/06/23,134092.45
19/06/23,132842.45
19/06/23,131592.45
19/06/23,130342.45
19/06/23,129092.45
19/06/23,127842.45
19/06/23,127896.45
19/06/23,127986.45
19/06/23,127946.45
20/06/23,27946.45
20/06/23,127946.45
20/06/23,7946.45
21/06/23,21446.45
21/06/23,7946.45
21/06/23,7982.45
21/06/23,9481.45
23/06/23,11095.68
23/06/23,9481.45
24/06/23,8780.45
24/06/23,3465.45
25/06/23,13465.45
26/06/23,12215.45
26/06/23,10965.45
26/06/23,9715.45
26/06/23,8465.45
26/06/23,7215.45
26/06/23,5965.45
26/06/23,4715.45
26/06/23,3465.45
27/06/23,3499.45
29/06/23,203499.45
29/06/23,3499.45
29/06/23,3609.45
29/06/23,8924.45
29/06/23,3609.45
29/06/23,28609.45
29/06/23,3609.45
30/06/23,258262.45
30/06/23,258347.45
30/06/23,75903
30/06/23,75990.5
30/06/23,76446.5
01/07/23,72279.5
01/07/23,97279.5
02/07/23,107279.5
02/07/23,82279.5
03/07/23,81029.5
03/07/23,79779.5
03/07/23,78529.5
03/07/23,77279.5
03/07/23,76029.5
03/07/23,74779.5
03/07/23,73529.5
03/07/23,72279.5
03/07/23,212279.5
03/07/23,142279.5
03/07/23,72279.5
03/07/23,69804.5
03/07/23,69962
03/07/23,70034
03/07/23,70044
04/07/23,70204
05/07/23,70004
05/07/23,209090.27
05/07/23,350556.77
05/07/23,350497.77
05/07/23,350509.27
05/07/23,210509.27
06/07/23,210434.27
06/07/23,151934.27
07/07/23,152144.27
08/07/23,10144.27
09/07/23,20144.27
10/07/23,80144.27
10/07/23,78894.27
10/07/23,77644.27
10/07/23,76394.27
10/07/23,75144.27
10/07/23,73894.27
10/07/23,72644.27
10/07/23,71394.27
10/07/23,70144.27
10/07/23,70309.87
11/07/23,160309.87
11/07/23,70309.87
11/07/23,120309.87
11/07/23,112309.87
12/07/23,60309.87
12/07/23,60109.87
12/07/23,60039.87
13/07/23,39.87
16/07/23,10039.87
16/07/23,9895.87
16/07/23,17895.87
16/07/23,17779.87
17/07/23,16529.87
17/07/23,15279.87
17/07/23,14029.87
17/07/23,12779.87
17/07/23,11529.87
17/07/23,10279.87
17/07/23,9029.87
17/07/23,7779.87
17/07/23,57193.14
17/07/23,117544.8
19/07/23,202544.8
19/07/23,202479.8
19/07/23,202179.8
20/07/23,202061.8
23/07/23,212061.8
24/07/23,210811.8
24/07/23,209561.8
24/07/23,208311.8
24/07/23,207061.8
24/07/23,205811.8
24/07/23,204561.8
24/07/23,203311.8
24/07/23,202061.8
24/07/23,202136.8
24/07/23,202202.8
24/07/23,202002.8
24/07/23,187002.8
25/07/23,127002.8
26/07/23,126927.8
26/07/23,126208.8
27/07/23,126331.8
27/07/23,137331.8
27/07/23,126519.8
28/07/23,126522.8
29/07/23,132043.24
29/07/23,126522.8
30/07/23,136522.8
31/07/23,135272.8
31/07/23,134022.8
31/07/23,132772.8
31/07/23,131522.8
31/07/23,130272.8
31/07/23,129022.8
31/07/23,127772.8
31/07/23,126522.8
31/07/23,126660.8
31/07/23,377908.8
31/07/23,177003
01/08/23,172836
01/08/23,52836
02/08/23,52876
02/08/23,52801
03/08/23,52501
03/08/23,52997.8
03/08/23,52932.8
03/08/23,53054.3
03/08/23,10245.3
04/08/23,10785.3
04/08/23,10821.3
04/08/23,10922.3
04/08/23,10942.3
04/08/23,10987.3
05/08/23,10937.3
05/08/23,10967.3
06/08/23,20967.3
07/08/23,19717.3
07/08/23,18467.3
07/08/23,17217.3
07/08/23,15967.3
07/08/23,14717.3
07/08/23,13467.3
07/08/23,12217.3
07/08/23,10967.3
07/08/23,10994.3
07/08/23,11075.55
07/08/23,12574.55
