Symbol,Transaction Date,Total Shares
TECHNOE.NS,08 May 2023,55
TECHNOE.NS,12 May 2023,62
TECHNOE.NS,12 June 2023,65
TECHNOE.NS,12 June 2023,71
TECHNOE.NS,13 July 2023,72
TECHNOE.NS,13 July 2023,75
TECHNOE.NS,13 July 2023,78
TECHNOE.NS,14 August 2023,79
TECHNOE.NS,12 September 2023,80
TECHNOE.NS,12 October 2023,85
TECHNOE.NS,07 October 2024,88
TECHNOE.NS,10 December 2024,92
TECHNOE.NS,12 December 2024,94
TECHNOE.NS,16 January 2025,102
TECHNOE.NS,30 January 2025,14
TECHNOE.NS,30 January 2025,0
INDHOTEL.NS,09 December 2024,15
INDHOTEL.NS,12 December 2024,19
INDHOTEL.NS,13 January 2025,23
INDHOTEL.NS,12 February 2025,28
INDHOTEL.NS,17 February 2025,0
THOMASCOOK.NS,24 October 2022,162
THOMASCOOK.NS,02 November 2022,173
THOMASCOOK.NS,01 December 2022,175
THOMASCOOK.NS,13 February 2023,179
THOMASCOOK.NS,13 March 2023,0
CHOLAHLDNG.NS,23 October 2023,4
CHOLAHLDNG.NS,23 October 2023,5
CHOLAHLDNG.NS,23 October 2023,9
CHOLAHLDNG.NS,23 October 2023,18
CHOLAHLDNG.NS,23 October 2023,20
CHOLAHLDNG.NS,13 November 2023,23
CHOLAHLDNG.NS,12 December 2023,26
CHOLAHLDNG.NS,02 January 2024,17
CHOLAHLDNG.NS,02 January 2024,1
CHOLAHLDNG.NS,02 January 2024,0
TITAN.NS,24 October 2022,1
TITAN.NS,02 November 2022,2
TITAN.NS,15 July 2024,0
TORNTPOWER.NS,01 December 2023,8
TORNTPOWER.NS,03 March 2025,0
TRENT.NS,24 October 2022,2
TRENT.NS,02 November 2022,3
TRENT.NS,01 December 2022,4
TRENT.NS,02 November 2023,0
TRITURBINE.NS,24 October 2022,4
TRITURBINE.NS,24 October 2022,11
TRITURBINE.NS,24 October 2022,55
TRITURBINE.NS,24 October 2022,56
TRITURBINE.NS,02 November 2022,57
TRITURBINE.NS,02 November 2022,59
TRITURBINE.NS,11 November 2022,68
TRITURBINE.NS,01 December 2022,70
TRITURBINE.NS,12 January 2023,71
TRITURBINE.NS,12 January 2023,79
TRITURBINE.NS,03 February 2023,18
TRITURBINE.NS,13 February 2023,23
TRITURBINE.NS,14 March 2023,0
TRITURBINE.NS,03 April 2023,9
TRITURBINE.NS,12 June 2023,13
TRITURBINE.NS,12 June 2023,29
TRITURBINE.NS,12 June 2023,44
TRITURBINE.NS,12 June 2023,48
TRITURBINE.NS,12 June 2023,55
TRITURBINE.NS,13 July 2023,61
TRITURBINE.NS,13 July 2023,69
TRITURBINE.NS,14 August 2023,70
TRITURBINE.NS,12 October 2023,72
TRITURBINE.NS,12 December 2023,76
TRITURBINE.NS,12 January 2024,80
TRITURBINE.NS,12 August 2024,81
TRITURBINE.NS,07 October 2024,84
TRITURBINE.NS,12 November 2024,86
TRITURBINE.NS,10 December 2024,111
TRITURBINE.NS,16 January 2025,116
TRITURBINE.NS,16 January 2025,125
TRITURBINE.NS,12 March 2025,131
TRITURBINE.NS,12 March 2025,132
TRITURBINE.NS,19 March 2025,213
UJJIVANSFB.NS,23 April 2024,812
UJJIVANSFB.NS,13 May 2024,912
UJJIVANSFB.NS,12 June 2024,994
UJJIVANSFB.NS,12 June 2024,1111
UJJIVANSFB.NS,12 July 2024,1340
UJJIVANSFB.NS,12 August 2024,1568
UJJIVANSFB.NS,12 September 2024,1723
UJJIVANSFB.NS,14 October 2024,2048
UJJIVANSFB.NS,14 October 2024,2114
UJJIVANSFB.NS,12 November 2024,2268
UJJIVANSFB.NS,12 November 2024,2347
UJJIVANSFB.NS,17 February 2025,1694
UJJIVANSFB.NS,17 February 2025,0
UNIONBANK.NS,09 December 2024,43
UNIONBANK.NS,12 December 2024,58
UNIONBANK.NS,13 January 2025,83
UNIONBANK.NS,12 February 2025,90
UNIONBANK.NS,12 February 2025,95
UNIONBANK.NS,12 March 2025,97
UNIONBANK.NS,29 April 2025,118
UNIONBANK.NS,29 May 2025,131
UDS.NS,03 October 2023,50
UDS.NS,03 March 2025,11
UDS.NS,03 March 2025,4
UDS.NS,03 March 2025,2
UDS.NS,03 March 2025,0
USHAMART.NS,03 May 2023,7
USHAMART.NS,12 May 2023,12
USHAMART.NS,12 June 2023,15
USHAMART.NS,13 July 2023,16
USHAMART.NS,13 July 2023,24
USHAMART.NS,14 August 2023,28
USHAMART.NS,12 October 2023,29
USHAMART.NS,12 October 2023,40
USHAMART.NS,12 October 2023,43
USHAMART.NS,03 March 2025,20
USHAMART.NS,03 March 2025,1
USHAMART.NS,03 March 2025,0
VALIANTORG.NS,24 October 2022,1
VALIANTORG.NS,24 October 2022,18
VALIANTORG.NS,01 December 2022,19
VALIANTORG.NS,12 January 2023,21
VALIANTORG.NS,13 February 2023,24
VALIANTORG.NS,13 March 2023,27
VALIANTORG.NS,13 March 2023,30
VALIANTORG.NS,13 March 2023,31
VALIANTORG.NS,13 March 2023,35
VALIANTORG.NS,13 March 2023,42
VALIANTORG.NS,05 March 2024,35
VALIANTORG.NS,05 March 2024,24
VALIANTORG.NS,05 March 2024,22
VALIANTORG.NS,05 March 2024,0
VEDL.NS,13 November 2023,50
VEDL.NS,12 December 2023,58
VEDL.NS,12 January 2024,67
VEDL.NS,12 February 2024,86
VEDL.NS,12 March 2024,101
VEDL.NS,13 May 2024,102
VEDL.NS,12 June 2024,1
VEDL.NS,12 June 2024,0
VESUVIUS.NS,23 October 2023,2
VESUVIUS.NS,23 October 2023,3
VESUVIUS.NS,12 March 2024,2
VESUVIUS.NS,12 March 2024,0
VOLTAS.NS,24 October 2022,4
VOLTAS.NS,02 November 2022,6
VOLTAS.NS,01 December 2022,8
VOLTAS.NS,02 November 2023,0
WAAREEENER.NS,25 October 2024,9
WAAREEENER.NS,29 October 2024,71
WAAREEENER.NS,10 December 2024,73
WAAREEENER.NS,16 January 2025,74
WAAREEENER.NS,16 January 2025,85
WAAREEENER.NS,17 February 2025,30
WAAREEENER.NS,17 February 2025,25
WAAREEENER.NS,17 February 2025,0
WAAREEENER.NS,21 March 2025,87
WEBELSOLAR.NS,05 September 2024,21
WEBELSOLAR.NS,05 September 2024,69
WEBELSOLAR.NS,07 October 2024,72
WEBELSOLAR.NS,12 November 2024,73
WEBELSOLAR.NS,16 January 2025,81
WEBELSOLAR.NS,12 February 2025,86
WEBELSOLAR.NS,12 March 2025,95
WEBELSOLAR.NS,19 March 2025,153
ZENTEC.NS,03 May 2023,6
ZENTEC.NS,12 May 2023,9
ZENTEC.NS,13 July 2023,12
ZENTEC.NS,12 September 2023,15
ZENTEC.NS,12 October 2023,16
ZENTEC.NS,03 March 2025,15
ZENTEC.NS,03 March 2025,2
ZENTEC.NS,03 March 2025,0
ZENTEC.NS,24 March 2025,50
ZENSARTECH.NS,23 October 2023,6
ZENSARTECH.NS,13 November 2023,8
ZENSARTECH.NS,01 December 2023,0
ZENSARTECH.NS,02 January 2024,11
ZENSARTECH.NS,12 January 2024,13
ZENSARTECH.NS,01 February 2024,0
ZOMATO.NS,23 October 2023,3
ZOMATO.NS,02 November 2023,0
ZOMATO.NS,02 January 2024,11
ZOMATO.NS,12 January 2024,12
ZOMATO.NS,01 February 2024,0
ZOMATO.NS,01 April 2024,24
ZOMATO.NS,12 April 2024,25
ZOMATO.NS,03 June 2024,57
ZYDUSLIFE.NS,01 April 2024,24
ZYDUSLIFE.NS,12 April 2024,27
ZYDUSLIFE.NS,03 May 2024,7
ZYDUSLIFE.NS,03 May 2024,0
ZYDUSLIFE.NS,03 June 2024,57
ZYDUSLIFE.NS,12 July 2024,58
ZYDUSLIFE.NS,16 December 2024,5
ZYDUSLIFE.NS,16 December 2024,0
JASH.NS,16 January 2025,94
JASH.NS,17 February 2025,61
JASH.NS,17 February 2025,34
JASH.NS,17 February 2025,22
JASH.NS,17 February 2025,10
JASH.NS,17 February 2025,0
JASH.NS,27 February 2025,106
JASH.NS,19 March 2025,171
JASH.NS,23 May 2025,205
JASH.NS,23 May 2025,222
JASH.NS,23 May 2025,234
JASH.NS,23 May 2025,246
JASH.NS,23 May 2025,292
JASH.NS,29 May 2025,302
JASH.NS,29 May 2025,305
JASH.NS,29 May 2025,307
JASH.NS,29 May 2025,308
JASH.NS,29 May 2025,309
TRANSRAILL.NS,16 January 2025,117
TRANSRAILL.NS,30 January 2025,122
TRANSRAILL.NS,30 January 2025,156
TRANSRAILL.NS,30 January 2025,183
TRANSRAILL.NS,30 January 2025,186
TRANSRAILL.NS,17 February 2025,102
TRANSRAILL.NS,17 February 2025,47
TRANSRAILL.NS,17 February 2025,46
TRANSRAILL.NS,17 February 2025,45
TRANSRAILL.NS,17 February 2025,0
TRANSRAILL.NS,21 March 2025,186
TRANSRAILL.NS,27 March 2025,141
TRANSRAILL.NS,27 March 2025,106
TRANSRAILL.NS,27 March 2025,61
TRANSRAILL.NS,27 March 2025,10
TRANSRAILL.NS,27 March 2025,0
TRANSRAILL.NS,02 April 2025,186
ACMESOLAR.NS,30 January 2025,613
ACMESOLAR.NS,12 February 2025,659
ACMESOLAR.NS,17 February 2025,644
ACMESOLAR.NS,17 February 2025,524
ACMESOLAR.NS,17 February 2025,504
ACMESOLAR.NS,17 February 2025,485
ACMESOLAR.NS,17 February 2025,461
ACMESOLAR.NS,17 February 2025,17
ACMESOLAR.NS,17 February 2025,16
ACMESOLAR.NS,17 February 2025,0
ACMESOLAR.NS,21 March 2025,659
ACMESOLAR.NS,27 March 2025,517
ACMESOLAR.NS,27 March 2025,101
ACMESOLAR.NS,27 March 2025,2
ACMESOLAR.NS,27 March 2025,0
ACMESOLAR.NS,02 April 2025,659
ACMESOLAR.NS,29 April 2025,707
ACMESOLAR.NS,29 April 2025,769
ACMESOLAR.NS,29 April 2025,852
ACMESOLAR.NS,29 May 2025,877
ITCHOTELS.NS,24 October 2022,1
ITCHOTELS.NS,24 October 2022,2
ITCHOTELS.NS,24 October 2022,3
ITCHOTELS.NS,23 November 2022,4
ITCHOTELS.NS,12 January 2023,5
ITCHOTELS.NS,13 July 2023,6
ITCHOTELS.NS,09 December 2024,7
ITCHOTELS.NS,12 December 2024,8
ITCHOTELS.NS,27 December 2024,9
ITCHOTELS.NS,12 February 2025,10
ITCHOTELS.NS,27 March 2025,0
ACC.NS,17 February 2025,10
ACC.NS,17 February 2025,11
ACC.NS,12 March 2025,13
ACC.NS,29 April 2025,15
ACC.NS,29 May 2025,17
ACC.NS,02 June 2025,0
ASHOKLEY.NS,17 February 2025,49
ASHOKLEY.NS,17 February 2025,60
ASHOKLEY.NS,17 February 2025,92
ASHOKLEY.NS,12 March 2025,118
ASHOKLEY.NS,11 April 2025,0
JUBLFOOD.NS,17 February 2025,29
JUBLFOOD.NS,17 February 2025,30
JUBLFOOD.NS,12 March 2025,31
JUBLFOOD.NS,12 March 2025,39
JUBLFOOD.NS,29 April 2025,41
JUBLFOOD.NS,29 April 2025,42
JUBLFOOD.NS,29 May 2025,50
JUBLFOOD.NS,02 June 2025,0
MUTHOOTFIN.NS,17 February 2025,9
MUTHOOTFIN.NS,12 March 2025,11
MUTHOOTFIN.NS,29 April 2025,14
MUTHOOTFIN.NS,29 May 2025,16
MUTHOOTFIN.NS,02 June 2025,0
SBICARD.NS,17 February 2025,24
SBICARD.NS,12 March 2025,28
SBICARD.NS,29 April 2025,29
SBICARD.NS,29 April 2025,34
SBICARD.NS,29 May 2025,36
SBICARD.NS,02 June 2025,0
UPL.NS,17 February 2025,6
UPL.NS,17 February 2025,32
UPL.NS,12 March 2025,38
UPL.NS,29 April 2025,39
UPL.NS,29 April 2025,44
UPL.NS,29 May 2025,53
UPL.NS,02 June 2025,0
INOXINDIA.NS,27 February 2025,8
INOXINDIA.NS,27 February 2025,45
INOXINDIA.NS,19 March 2025,52
INOXINDIA.NS,19 March 2025,73
SYRMA.NS,27 February 2025,130
SYRMA.NS,27 February 2025,139
SYRMA.NS,12 March 2025,144
SYRMA.NS,19 March 2025,180
SYRMA.NS,19 March 2025,199
SYRMA.NS,19 March 2025,232
SYRMA.NS,29 May 2025,234
TARIL.NS,27 February 2025,83
TARIL.NS,27 February 2025,106
TARIL.NS,12 March 2025,118
TARIL.NS,19 March 2025,190
ABCAPITAL.NS,11 April 2025,66
ABCAPITAL.NS,11 April 2025,128
ABCAPITAL.NS,29 April 2025,146
ABCAPITAL.NS,29 May 2025,149
LTF.NS,11 April 2025,153
LTF.NS,29 April 2025,178
LTF.NS,29 May 2025,192
LTF.NS,02 June 2025,92
LTF.NS,02 June 2025,90
LTF.NS,02 June 2025,70
LTF.NS,02 June 2025,0
POWERMECH.NS,23 May 2025,1
POWERMECH.NS,23 May 2025,3
POWERMECH.NS,23 May 2025,6
POWERMECH.NS,23 May 2025,43
BDL.NS,02 June 2025,17
BHARTIHEXA.NS,02 June 2025,18
GLAXO.NS,02 June 2025,10
MFSL.NS,02 June 2025,22
NAM-INDIA.NS,02 June 2025,5
NAM-INDIA.NS,02 June 2025,46
