date,symbol,marketcapname,sector,price,today,quantity,bought value,current value,pl,,,Actual Sell,pl,,
16/10/25,WAAREERTL,Midcap,Power & Utilities,1302.00,1163.40,8,10416.00,9307.20,-1108.80,,,,,,
13/10/25,WAAREERTL,Midcap,Power & Utilities,1239.00,1163.40,8,9912.00,9307.20,-604.80,,,,,,
20/08/25,WCIL,Smallcap,Transportation,127.10,125.49,79,10040.90,9913.71,-127.19,,,,,,
13/08/25,WINDLAS,Smallcap,Healthcare,1060.00,820.65,9,9540.00,7385.85,-2154.15,,,,,,
11/06/25,WOCKPHARMA,Largecap,Healthcare,1833.00,1345.50,5,9165.00,6727.50,-2437.50,,,,,,
04/07/25,WSTCSTPAPR,Smallcap,Building Materials,554.46,431.50,18,9980.30,7767.00,-2213.30,,,,,,
08/10/25,YATHARTH,Midcap,Healthcare,835.00,794.80,12,10020.00,9537.60,-482.40,,,,,,
20/05/25,YUKEN,Smallcap,Industrials,1062.38,892.20,9,9561.44,8029.80,-1531.64,,,,,,
23/06/25,ZEEL,Midcap,Media,146.72,100.48,68,9977.00,6832.64,-3144.36,,,,,,
20/05/25,ZENSARTECH,Midcap,I.T,828.99,724.85,12,9947.83,8698.20,-1249.63,,,,,,
26/03/25,ZFCVINDIA,Largecap,Auto,12802.75,12688.00,1,12802.75,12688.00,-114.75,,,,,,
31/07/25,ZUARI,Smallcap,Chemicals,320.00,290.70,31,9920.00,9011.70,-908.30,,,,,,
24/09/25,ZUARIIND,Smallcap,FMCG,395.85,339.70,25,9896.25,8492.50,-1403.75,,,,,,
25/09/25,ZUARIIND,Smallcap,FMCG,386.00,339.70,26,10036.00,8832.20,-1203.80,,,,,,
11/11/25,ZUARIIND,Smallcap,FMCG,339.90,339.70,29,9857.10,9851.30,-5.80,,,,,,
12/11/25,SYRMA,Midcap,Consumer Discretionary,894.00,894.35,11,9834.00,9837.85,3.85,,,,,,
14/05/25,SUVEN,Smallcap,Healthcare,186.30,186.41,54,10060.20,10066.14,5.94,,,,,,
11/09/25,SANGHVIMOV,Smallcap,Miscellaneous,368.50,368.85,27,9949.50,9958.95,9.45,,,,,,
18/08/25,RICOAUTO,Smallcap,Auto,98.71,98.81,101,9969.98,9979.81,9.82,,,,,,
14/05/25,COCHINSHIP,Largecap,Aerospace & Defence,1723.65,1725.30,6,10341.89,10351.80,9.91,,,,,,
10/07/25,LEMONTREE,Midcap,Services,156.32,156.52,64,10004.48,10017.28,12.80,,,,,,
13/11/25,PRECWIRE,Smallcap,Metals & Mining,268.99,269.37,37,9952.63,9966.69,14.06,,,,,,
15/05/25,ASTRAMICRO,Midcap,Aerospace & Defence,997.81,999.30,10,9978.13,9993.00,14.87,,,,,,
05/05/25,DLINKINDIA,Smallcap,Services,455.46,456.20,22,10020.21,10036.40,16.19,,,,,,
07/11/25,INTERARCH,Smallcap,Metals & Mining,2580.00,2584.50,4,10320.00,10338.00,18.00,,,,,,
28/10/25,CARTRADE,Midcap,Consumer Discretionary,3074.00,3080.40,3,9222.00,9241.20,19.20,,,,,,
04/11/25,LGBBROSLTD,Midcap,Auto,1815.10,1819.30,6,10890.60,10915.80,25.20,,,,,,
04/08/25,SARDAEN,Midcap,Metals & Mining,516.70,518.05,19,9817.36,9842.95,25.59,,,,,,
07/11/25,PRICOLLTD,Midcap,Auto,585.96,588.10,17,9961.30,9997.70,36.40,,,,,,
15/09/25,NORTHARC,Smallcap,Financials,269.77,270.85,37,9981.49,10021.45,39.96,,,,,,
10/11/25,TORNTPHARM,Largecap,Healthcare,3817.50,3831.80,3,11452.50,11495.40,42.90,,,,,,
10/11/25,NYKAA,Largecap,I.T,259.00,260.13,39,10101.00,10145.07,44.07,,,,,,
18/09/25,BANCOINDIA,Midcap,Auto,802.25,806.05,12,9627.00,9672.60,45.60,,,,,,
19/05/25,HEG,Midcap,Industrials,513.17,515.90,19,9750.26,9802.10,51.84,,,,,,
13/06/25,FINOPB,Smallcap,Bank,280.50,282.00,36,10098.00,10152.00,54.00,,,,,,
26/05/25,SAKSOFT,Smallcap,I.T,199.05,200.17,50,9952.27,10008.50,56.23,,,,,,
17/10/25,ACUTAAS,Midcap,Healthcare,1700.00,1711.10,6,10200.00,10266.60,66.60,,,,,,
30/07/25,FOSECOIND,Smallcap,Chemicals,5400.00,5435.00,2,10800.00,10870.00,70.00,,,,,,
13/11/25,BELRISE,Midcap,Auto,163.00,164.32,61,9943.00,10023.52,80.52,,,,,,
20/06/25,JPOLYINVST,Smallcap,Financials,945.40,952.85,11,10399.40,10481.35,81.95,,,,,,
20/10/25,ECLERX,Largecap,I.T,4359.00,4400.60,2,8718.00,8801.20,83.20,,,,,,
22/09/25,IFBIND,Midcap,Consumer Discretionary,1750.00,1764.30,6,10500.00,10585.80,85.80,,,,,,
06/06/25,CHOLAHLDNG,Largecap,Financials,1958.55,1976.50,5,9792.75,9882.50,89.75,,,,,,
03/10/25,PTCIL,Largecap,Industrials,16849.00,16944.00,1,16849.00,16944.00,95.00,,,,,,
15/07/25,ANANTRAJ,Largecap,Realty,610.00,616.10,16,9760.00,9857.60,97.60,,,,,,
07/11/25,ARVIND,Midcap,Textiles,333.10,336.40,30,9993.00,10092.00,99.00,,,,,,
16/06/25,IGL,Largecap,Energy,210.42,212.66,48,10100.17,10207.68,107.51,,,,,,
05/06/25,PILANIINVS,Midcap,Financials,5278.30,5334.00,2,10556.59,10668.00,111.41,,,,,,
23/07/25,CREDITACC,Largecap,Financials,1350.10,1366.70,7,9450.70,9566.90,116.20,,,,,,
06/10/25,NYKAA,Largecap,I.T,257.00,260.13,39,10023.00,10145.07,122.07,,,,,,
08/08/25,KRBL,Midcap,FMCG,424.24,429.35,24,10181.79,10304.40,122.61,,,,,,
28/04/25,MANORAMA,Midcap,FMCG,1313.44,1329.20,8,10507.52,10633.60,126.08,,,,,,
27/05/25,ITI,Largecap,Aerospace & Defence,312.50,316.55,32,10000.00,10129.60,129.60,,,,,,
30/10/25,ABCAPITAL,Largecap,Financials,326.95,331.40,31,10135.45,10273.40,137.95,,,,,,
10/06/25,GVPIL,Smallcap,Realty,349.95,354.95,29,10148.55,10293.55,145.00,,,,,,
11/08/25,GVPIL,Smallcap,Realty,349.95,354.95,29,10148.55,10293.55,145.00,,,,,,
16/07/25,GREENLAM,Midcap,Building Materials,260.20,264.10,38,9887.60,10035.80,148.20,,,,,,
01/09/25,ZYDUSWELL,Smallcap,FMCG,447.52,454.35,22,9845.44,9995.70,150.26,,,,,,
12/11/25,YATRA,Smallcap,I.T,184.72,187.55,54,9974.88,10127.70,152.82,,,,,,
19/08/25,DENTA,Smallcap,Realty,395.00,401.40,25,9875.00,10035.00,160.00,,,,,,
04/11/25,SJS,Midcap,Auto,1730.60,1758.70,6,10383.60,10552.20,168.60,,,,,,
15/09/25,GPIL,Midcap,Metals & Mining,271.99,276.70,37,10063.63,10237.90,174.27,,,,,,
27/10/25,HATSUN,Largecap,FMCG,1073.00,1092.90,9,9657.00,9836.10,179.10,,,,,,
26/06/25,TIINDIA,Largecap,Industrials,3006.46,3067.60,3,9019.39,9202.80,183.41,,,,,,
07/11/25,CPPLUS,Midcap,Consumer Discretionary,1589.90,1620.90,6,9539.40,9725.40,186.00,,,,,,
24/09/25,WHEELS,Smallcap,Auto,869.00,884.80,12,10428.00,10617.60,189.60,,,,,,
28/05/25,SCHNEIDER,Midcap,Industrials,782.30,797.20,13,10169.90,10363.60,193.70,,,,,,
22/07/25,ETERNAL,Largecap,I.T,298.00,303.75,34,10132.00,10327.50,195.50,,,,,,
10/10/25,TATACOMM,Largecap,Telecom-Service,1833.00,1874.00,5,9165.00,9370.00,205.00,,,,,,
03/09/25,MANINDS,Smallcap,Metals & Mining,418.00,426.55,24,10032.00,10237.20,205.20,,,,,,
12/11/25,GLOBUSSPR,Smallcap,FMCG,1170.00,1193.30,9,10530.00,10739.70,209.70,,,,,,
16/07/25,SAURASHCEM,Smallcap,Building Materials,96.00,98.03,104,9984.00,10195.12,211.12,,,,,,
10/11/25,TEMBO,Smallcap,Consumer Discretionary,765.00,781.40,13,9945.00,10158.20,213.20,,,,,,
26/09/25,RACLGEAR,Smallcap,Auto,1078.00,1102.00,9,9702.00,9918.00,216.00,,,,,,
12/06/25,RHIM,Midcap,Building Materials,475.51,485.85,21,9985.63,10202.85,217.22,,,,,,
12/06/25,NAVA,Midcap,Miscellaneous,536.83,549.25,19,10199.79,10435.75,235.96,,,,,,
29/10/25,SAIL,Largecap,Metals & Mining,138.70,141.99,72,9986.40,10223.28,236.88,,,,,,
12/11/25,MONTECARLO,Smallcap,Textiles,755.10,773.60,13,9816.30,10056.80,240.50,,,,,,
22/07/25,TI,Midcap,FMCG,476.17,487.80,21,9999.54,10243.80,244.26,,,,,,
04/08/25,ENDURANCE,Largecap,Auto,2625.10,2686.20,4,10500.40,10744.80,244.40,,,,,,
01/09/25,HUHTAMAKI,Smallcap,Industrials,230.81,236.65,43,9924.83,10175.95,251.12,,,,,,
29/10/25,VAIBHAVGBL,Smallcap,Consumer Discretionary,258.58,265.10,39,10084.60,10338.90,254.30,,,,,,
31/07/25,KAYNES,Largecap,Consumer Discretionary,6202.50,6332.00,2,12405.00,12664.00,259.00,,,,,,
17/09/25,SANSERA,Midcap,Auto,1518.65,1555.90,7,10630.54,10891.30,260.76,,,,,,
15/07/25,WAAREERTL,Midcap,Power & Utilities,1133.00,1163.40,9,10197.00,10470.60,273.60,,,,,,
10/11/25,LUMAXTECH,Midcap,Auto,1390.00,1430.40,7,9730.00,10012.80,282.80,,,,,,
15/10/25,GMBREW,Smallcap,FMCG,1165.75,1197.30,9,10491.75,10775.70,283.95,,,,,,
08/08/25,JUBLCPL,Smallcap,Chemicals,2404.00,2475.20,4,9616.00,9900.80,284.80,,,,,,
31/10/25,TDPOWERSYS,Midcap,Industrials,763.62,785.70,13,9927.03,10214.10,287.07,,,,,,
12/11/25,KIRLOSENG,Midcap,Industrials,1060.00,1092.05,9,9540.00,9828.45,288.45,,,,,,
24/07/25,INFOBEAN,Smallcap,I.T,595.00,612.00,17,10115.00,10404.00,289.00,,,,,,
10/07/25,FLAIR,Smallcap,Miscellaneous,307.93,317.00,32,9853.90,10144.00,290.10,,,,,,
19/05/25,BLSE,Smallcap,I.T,204.84,210.80,49,10037.22,10329.20,291.98,,,,,,
20/10/25,AUBANK,Largecap,Bank,866.00,890.60,12,10392.00,10687.20,295.20,,,,,,
23/06/25,IRMENERGY,Smallcap,Energy,306.95,316.00,33,10129.31,10428.00,298.69,,,,,,
29/05/25,WELCORP,Largecap,Industrials,891.19,918.50,11,9803.12,10103.50,300.38,,,,,,
25/08/25,ECLERX,Largecap,I.T,4248.80,4400.60,2,8497.60,8801.20,303.60,,,,,,
10/07/25,QPOWER,Midcap,Industrials,800.19,825.80,12,9602.28,9909.60,307.32,,,,,,
29/04/25,COCHINSHIP,Largecap,Aerospace & Defence,1671.62,1725.30,6,10029.71,10351.80,322.09,,,,,,
26/06/25,APARINDS,Largecap,Industrials,8748.21,9071.00,1,8748.21,9071.00,322.79,,,,,,
11/09/25,WAAREERTL,Midcap,Power & Utilities,1127.10,1163.40,9,10143.90,10470.60,326.70,,,,,,
10/11/25,NATIONALUM,Largecap,Metals & Mining,254.16,262.57,39,9912.19,10240.23,328.04,,,,,,
13/11/25,DATAPATTNS,Midcap,Aerospace & Defence,2991.00,3100.70,3,8973.00,9302.10,329.10,,,,,,
01/08/25,KIOCL,Largecap,Metals & Mining,369.30,382.00,27,9971.10,10314.00,342.90,,,,,,
19/05/25,GRAPHITE,Midcap,Industrials,552.45,571.65,18,9944.14,10289.70,345.56,,,,,,
20/10/25,FEDERALBNK,Largecap,Bank,228.39,236.26,44,10049.16,10395.44,346.28,,,,,,
23/07/25,DATAMATICS,Midcap,I.T,849.39,879.15,12,10192.67,10549.80,357.14,,,,,,
09/05/25,YESBANK,Largecap,Bank,21.70,22.50,461,10003.70,10372.50,368.80,,,,,,
15/09/25,SHREEPUSHK,Smallcap,Chemicals,397.89,412.70,25,9947.19,10317.50,370.31,,,,,,
08/07/25,KRSNAA,Smallcap,Healthcare,777.45,806.20,13,10106.89,10480.60,373.71,,,,,,
24/09/25,MINDACORP,Midcap,Auto,579.00,601.15,17,9843.00,10219.55,376.55,,,,,,
18/09/25,TATAINVEST,Smallcap,Financials,750.00,779.20,13,9750.00,10129.60,379.60,,,,,,
07/11/25,CCL,Midcap,FMCG,1014.90,1053.10,10,10149.00,10531.00,382.00,,,,,,
19/09/25,ADANIPOWER,Largecap,Power & Utilities,148.20,153.91,67,9929.40,10311.97,382.57,,,,,,
04/08/25,CGCL,Midcap,Financials,190.80,198.35,52,9921.43,10314.20,392.77,,,,,,
03/11/25,LATENTVIEW,Midcap,I.T,470.00,488.80,21,9870.00,10264.80,394.80,,,,,,
27/10/25,RRKABEL,Midcap,Industrials,1323.60,1373.20,8,10588.82,10985.60,396.77,,,,,,
30/07/25,ZUARI,Smallcap,Chemicals,279.50,290.70,36,10062.00,10465.20,403.20,,,,,,
10/10/25,SANDHAR,Smallcap,Auto,526.95,548.25,19,10012.05,10416.75,404.70,,,,,,
02/09/25,JAICORPLTD,Smallcap,Plastic products,143.55,149.49,70,10048.37,10464.30,415.93,,,,,,
06/06/25,MARINE,Smallcap,Industrials,240.22,250.20,42,10089.39,10508.40,419.01,,,,,,
06/11/25,GPPL,Midcap,Transportation,167.40,174.43,60,10044.24,10465.80,421.56,,,,,,
25/06/25,VSSL,Smallcap,Metals & Mining,268.98,280.70,37,9952.16,10385.90,433.74,,,,,,
10/11/25,IMFA,Midcap,Metals & Mining,1316.10,1370.70,8,10528.80,10965.60,436.80,,,,,,
18/09/25,BAJAJCON,Smallcap,FMCG,259.00,270.35,39,10101.00,10543.65,442.65,,,,,,
02/07/25,KALAMANDIR,Smallcap,Consumer Discretionary,161.12,168.50,62,9989.17,10447.00,457.83,,,,,,
06/08/25,CENTUM,Smallcap,Consumer Discretionary,2330.30,2446.20,4,9321.20,9784.80,463.60,,,,,,
04/06/25,NAVA,Midcap,Miscellaneous,524.82,549.25,19,9971.55,10435.75,464.20,,,,,,
04/11/25,CUB,Midcap,Bank,258.65,270.59,39,10087.35,10553.01,465.66,,,,,,
21/07/25,BORORENEW,Midcap,Building Materials,629.50,659.70,16,10072.00,10555.20,483.20,,,,,,
07/05/25,SANGAMIND,Smallcap,Textiles,430.84,451.95,23,9909.41,10394.85,485.44,,,,,,
19/08/25,JAMNAAUTO,Smallcap,Auto,103.94,109.10,96,9978.16,10473.60,495.44,,,,,,
14/08/25,RISHABH,Smallcap,Industrials,377.65,396.75,26,9818.90,10315.50,496.60,,,,,,
21/05/25,DREDGECORP,Smallcap,Miscellaneous,749.90,788.35,13,9748.70,10248.55,499.85,,,,,,
20/06/25,ENDURANCE,Largecap,Auto,2560.03,2686.20,4,10240.11,10744.80,504.69,,,,,,
08/08/25,KPIL,Largecap,Realty,1189.60,1253.20,8,9516.80,10025.60,508.80,,,,,,
03/11/25,IFBAGRO,Smallcap,FMCG,1470.00,1543.30,7,10290.00,10803.10,513.10,,,,,,
04/09/25,AVL,Midcap,Consumer Discretionary,504.00,530.30,20,10080.00,10606.00,526.00,,,,,,
10/10/25,SANGAMIND,Smallcap,Textiles,428.95,451.95,23,9865.85,10394.85,529.00,,,,,,
20/05/25,PFIZER,Largecap,Healthcare,4807.40,5074.00,2,9614.79,10148.00,533.21,,,,,,
08/10/25,SEQUENT,Midcap,Healthcare,217.00,229.08,46,9982.00,10537.68,555.68,,,,,,
10/09/25,SMSPHARMA,Smallcap,Healthcare,270.13,285.30,37,9994.80,10556.10,561.30,,,,,,
03/07/25,ASTERDM,Largecap,Healthcare,642.83,678.10,16,10285.26,10849.60,564.34,,,,,,
31/10/25,CHENNPETRO,Midcap,Energy,971.50,1029.00,10,9715.00,10290.00,575.00,,,,,,
02/05/25,MOIL,Midcap,Metals & Mining,336.79,356.00,30,10103.78,10680.00,576.22,,,,,,
10/06/25,TATAINVEST,Smallcap,Financials,737.90,779.20,14,10330.60,10908.80,578.20,,,,,,
18/06/25,JPOLYINVST,Smallcap,Financials,900.00,952.85,11,9900.00,10481.35,581.35,,,,,,
30/05/25,RELTD,Smallcap,Industrials,165.00,174.55,61,10065.00,10647.55,582.55,,,,,,
17/06/25,STLTECH,Midcap,Industrials,112.43,119.05,89,10006.27,10595.45,589.18,,,,,,
20/08/25,GOODLUCK,Smallcap,Metals & Mining,1086.05,1152.20,9,9774.44,10369.80,595.36,,,,,,
25/09/25,TVSELECT,Smallcap,I.T,625.00,662.95,16,10000.00,10607.20,607.20,,,,,,
23/05/25,CENTUM,Smallcap,Consumer Discretionary,2293.94,2446.20,4,9175.78,9784.80,609.02,,,,,,
11/06/25,BLISSGVS,Smallcap,Healthcare,152.51,161.75,66,10065.81,10675.50,609.69,,,,,,
04/08/25,ZUARIIND,Smallcap,FMCG,319.93,339.70,31,9917.93,10530.70,612.77,,,,,,
23/07/25,KIOCL,Largecap,Metals & Mining,360.00,382.00,28,10080.00,10696.00,616.00,,,,,,
07/08/25,INDOFARM,Smallcap,Auto,205.78,218.36,49,10083.22,10699.64,616.42,,,,,,
13/05/25,CARERATING,Smallcap,Financials,1508.48,1597.40,7,10559.39,11181.80,622.41,,,,,,
10/11/25,AIAENG,Largecap,Industrials,3484.50,3693.00,3,10453.50,11079.00,625.50,,,,,,
13/08/25,LANDMARK,Smallcap,Consumer Discretionary,528.74,561.70,19,10045.98,10672.30,626.32,,,,,,
24/04/25,VSSL,Smallcap,Metals & Mining,264.08,280.70,38,10035.09,10666.60,631.51,,,,,,
22/09/25,BORORENEW,Midcap,Building Materials,620.00,659.70,16,9920.00,10555.20,635.20,,,,,,
19/08/25,FIEMIND,Midcap,Auto,2108.70,2235.90,5,10543.50,11179.50,636.00,,,,,,
22/07/25,INDIACEM,Midcap,Building Materials,368.60,392.85,27,9952.20,10606.95,654.75,,,,,,
31/10/25,NAVINFLUOR,Largecap,Chemicals,5693.91,6021.50,2,11387.81,12043.00,655.19,,,,,,
14/08/25,SWELECTES,Smallcap,Industrials,738.10,785.10,14,10333.40,10991.40,658.00,,,,,,
12/06/25,SUBROS,Midcap,Auto,837.67,894.60,12,10051.99,10735.20,683.21,,,,,,
06/06/25,UJJIVANSFB,Midcap,Bank,48.49,51.81,206,9988.94,10672.86,683.92,,,,,,
23/10/25,SCI,Midcap,Transportation,248.00,265.30,40,9920.00,10612.00,692.00,,,,,,
08/07/25,LEMONTREE,Midcap,Services,146.06,156.52,68,9932.08,10643.36,711.28,,,,,,
13/11/25,UNIVCABLES,Smallcap,Industrials,800.00,860.50,12,9600.00,10326.00,726.00,,,,,,
07/10/25,SHAILY,Midcap,Plastic products,2438.00,2622.80,4,9752.00,10491.20,739.20,,,,,,
22/07/25,RACLGEAR,Smallcap,Auto,1028.00,1102.00,10,10280.00,11020.00,740.00,,,,,,
21/05/25,GODIGIT,Largecap,Financials,325.00,349.20,31,10075.00,10825.20,750.20,,,,,,
04/11/25,THANGAMAYL,Midcap,Consumer Discretionary,3041.20,3296.00,3,9123.60,9888.00,764.40,,,,,,
30/10/25,BHEL,Largecap,Industrials,261.29,281.60,38,9929.02,10700.80,771.78,,,,,,
23/07/25,SHALBY,Smallcap,Healthcare,208.50,224.83,48,10008.00,10791.84,783.84,,,,,,
25/03/25,HEG,Midcap,Industrials,478.30,515.90,21,10044.21,10833.90,789.69,,,,,,
23/07/25,INFOBEAN,Smallcap,I.T,568.04,612.00,18,10224.70,11016.00,791.30,,,,,,
18/09/25,UNIVCABLES,Smallcap,Industrials,799.55,860.50,13,10394.15,11186.50,792.35,,,,,,
23/09/25,ZUARIIND,Smallcap,FMCG,314.70,339.70,32,10070.40,10870.40,800.00,,,,,,
25/07/25,VIMTALABS,Smallcap,Healthcare,590.95,638.70,17,10046.15,10857.90,811.75,,,,,,
14/08/25,RICOAUTO,Smallcap,Auto,91.35,98.81,109,9957.05,10770.29,813.24,,,,,,
06/06/25,DIVGIITTS,Smallcap,Auto,594.84,642.95,17,10112.28,10930.15,817.87,,,,,,
06/11/25,CCL,Midcap,FMCG,970.00,1053.10,10,9700.00,10531.00,831.00,,,,,,
22/09/25,GUJTHEM,Smallcap,Healthcare,411.80,446.90,24,9883.20,10725.60,842.40,,,,,,
09/07/25,MSPL,Smallcap,Metals & Mining,32.00,34.72,312,9984.00,10832.64,848.64,,,,,,
01/09/25,JINDALPHOT,Smallcap,Financials,1230.40,1337.00,8,9843.20,10696.00,852.80,,,,,,
11/06/25,LANDMARK,Smallcap,Consumer Discretionary,516.60,561.70,19,9815.31,10672.30,856.99,,,,,,
10/09/25,INDRAMEDCO,Midcap,Healthcare,505.08,548.15,20,10101.56,10963.00,861.44,,,,,,
02/05/25,NUVOCO,Midcap,Building Materials,339.00,368.80,29,9831.00,10695.20,864.20,,,,,,
28/10/25,KIRLOSENG,Midcap,Industrials,1005.00,1092.05,10,10050.00,10920.50,870.50,,,,,,
16/09/25,GESHIP,Midcap,Transportation,1046.06,1133.20,10,10460.61,11332.00,871.39,,,,,,
11/04/25,SARDAEN,Midcap,Metals & Mining,476.30,518.05,21,10002.40,10879.05,876.65,,,,,,
21/07/25,DENTA,Smallcap,Realty,368.48,401.40,27,9948.87,10837.80,888.93,,,,,,
02/09/25,BHARATSE,Smallcap,Auto,172.35,187.77,58,9996.30,10890.66,894.36,,,,,,
22/09/25,ADANIENSOL,Largecap,Power & Utilities,941.50,1023.85,11,10356.50,11262.35,905.85,,,,,,
05/09/25,NETWEB,Midcap,I.T,3135.50,3438.00,3,9406.50,10314.00,907.50,,,,,,
12/06/25,MANALIPETC,Smallcap,Energy,62.47,68.15,160,9995.76,10904.00,908.24,,,,,,
23/07/25,ROSSTECH,Smallcap,Aerospace & Defence,608.83,669.45,16,9741.32,10711.20,969.88,,,,,,
17/09/25,DHANI,Smallcap,Financials,,,,,,,,,,,,
26/05/25,SANDHAR,Smallcap,Auto,499.49,548.25,20,9989.90,10965.00,975.10,,,,,,
06/06/25,BAJAJINDEF,Smallcap,Industrials,330.41,363.15,30,9912.37,10894.50,982.13,,,,,,
06/08/25,AJMERA,Smallcap,Realty,894.90,985.30,11,9843.90,10838.30,994.40,,,,,,
18/08/25,AVL,Midcap,Consumer Discretionary,482.90,530.30,21,10140.90,11136.30,995.40,,,,,,
27/10/25,PSPPROJECT,Smallcap,Realty,912.05,1002.65,11,10032.55,11029.15,996.60,,,,,,
20/10/25,JKTYRE,Midcap,Auto,418.45,460.00,24,10042.80,11040.00,997.20,,,,,,
17/06/25,NRBBEARING,Smallcap,Industrials,260.67,287.10,38,9905.34,10909.80,1004.46,,,,,,
23/07/25,MRPL,Largecap,Energy,155.99,171.83,64,9983.36,10997.12,1013.76,,,,,,
05/09/25,POCL,Smallcap,Metals & Mining,1286.30,1414.40,8,10290.44,11315.20,1024.76,,,,,,
29/09/25,SAMMAANCAP,Midcap,Financials,159.52,176.14,63,10049.76,11096.82,1047.06,,,,,,
07/08/25,AVALON,Midcap,Consumer Discretionary,950.25,1046.70,11,10452.75,11513.70,1060.95,,,,,,
16/07/25,SHREDIGCEM,Smallcap,Building Materials,81.27,90.09,123,9996.59,11081.07,1084.48,,,,,,
18/06/25,ZYDUSWELL,Smallcap,FMCG,409.00,454.35,24,9815.94,10904.40,1088.46,,,,,,
10/10/25,SOUTHBANK,Midcap,Bank,34.26,38.00,292,10003.92,11096.00,1092.08,,,,,,
03/11/25,LGBBROSLTD,Midcap,Auto,1635.50,1819.30,6,9813.00,10915.80,1102.80,,,,,,
29/04/25,PARAS,Midcap,Aerospace & Defence,689.47,765.90,15,10342.03,11488.50,1146.47,,,,,,
02/06/25,MBAPL,Smallcap,Chemicals,365.18,407.95,27,9859.81,11014.65,1154.85,,,,,,
20/06/25,WAAREEENER,Largecap,Industrials,2960.34,3348.70,3,8881.02,10046.10,1165.08,,,,,,
25/06/25,DECCANCE,Smallcap,Building Materials,895.40,1001.40,11,9849.42,11015.40,1165.98,,,,,,
25/09/25,RACLGEAR,Smallcap,Auto,983.90,1102.00,10,9839.00,11020.00,1181.00,,,,,,
26/05/25,GODAVARIB,Smallcap,FMCG,233.49,261.55,43,10040.07,11246.65,1206.58,,,,,,
02/06/25,IFBIND,Midcap,Consumer Discretionary,1562.90,1764.30,6,9377.40,10585.80,1208.40,,,,,,
16/09/25,USHAMART,Midcap,Metals & Mining,409.00,459.55,24,9816.00,11029.20,1213.20,,,,,,
28/07/25,LAURUSLABS,Largecap,Healthcare,888.27,999.00,11,9770.94,10989.00,1218.06,,,,,,
15/05/25,VASCONEQ,Smallcap,Realty,51.10,57.37,196,10015.60,11244.52,1228.92,,,,,,
30/05/25,ASIANTILES,Smallcap,Building Materials,60.65,68.16,165,10007.25,11246.40,1239.15,,,,,,
03/10/25,SANDUMA,Midcap,Metals & Mining,198.00,222.50,51,10098.00,11347.50,1249.50,,,,,,
18/08/25,ASHOKLEY,Largecap,Auto,131.76,148.26,76,10013.76,11267.76,1254.00,,,,,,
21/08/25,JAICORPLTD,Smallcap,Plastic products,132.58,149.49,75,9943.70,11211.75,1268.05,,,,,,
05/09/25,GMDCLTD,Midcap,Metals & Mining,503.34,567.60,20,10066.87,11352.00,1285.13,,,,,,
23/04/25,WAAREEENER,Largecap,Industrials,2918.36,3348.70,3,8755.09,10046.10,1291.01,,,,,,
23/09/25,MONTECARLO,Smallcap,Textiles,687.00,773.60,15,10305.00,11604.00,1299.00,,,,,,
07/10/25,UNIPARTS,Smallcap,Industrials,430.33,487.60,23,9897.49,11214.80,1317.31,,,,,,
15/09/25,KMEW,Smallcap,Transportation,2325.00,2658.00,4,9300.00,10632.00,1332.00,,,,,,
30/06/25,INDRAMEDCO,Midcap,Healthcare,484.67,548.15,21,10178.09,11511.15,1333.06,,,,,,
22/05/25,EMCURE,Largecap,Healthcare,1202.51,1371.80,8,9620.11,10974.40,1354.29,,,,,,
19/06/25,PUNJABCHEM,Smallcap,Chemicals,1159.70,1310.20,9,10437.34,11791.80,1354.46,,,,,,
24/09/25,LUMAXTECH,Midcap,Auto,1260.00,1430.40,8,10080.00,11443.20,1363.20,,,,,,
20/06/25,SAILIFE,Midcap,Healthcare,766.85,871.95,13,9969.05,11335.35,1366.30,,,,,,
09/04/25,FAZE3Q,Smallcap,Textiles,450.00,512.40,22,9900.00,11272.80,1372.80,,,,,,
03/11/25,RPEL,Smallcap,Building Materials,877.00,1004.65,11,9647.00,11051.15,1404.15,,,,,,
02/07/25,FLAIR,Smallcap,Miscellaneous,277.83,317.00,36,10001.84,11412.00,1410.16,,,,,,
14/08/25,HINDWAREAP,Smallcap,Consumer Discretionary,313.80,358.40,32,10041.60,11468.80,1427.20,,,,,,
26/05/25,LLOYDSENT,Midcap,Services,56.98,65.21,175,9971.82,11411.75,1439.93,,,,,,
22/07/25,SWELECTES,Smallcap,Industrials,689.05,785.10,15,10335.75,11776.50,1440.75,,,,,,
29/07/25,GUJTHEM,Smallcap,Healthcare,391.33,446.90,26,10174.64,11619.40,1444.76,,,,,,
14/05/25,INDORAMA,Smallcap,Textiles,48.10,55.11,208,10004.80,11462.88,1458.08,,,,,,
15/05/25,FOSECOIND,Smallcap,Chemicals,4695.00,5435.00,2,9390.00,10870.00,1480.00,,,,,,
02/06/25,DIFFNKG,Smallcap,Industrials,320.26,368.10,31,9928.18,11411.10,1482.92,,,,,,
15/09/25,BANCOINDIA,Midcap,Auto,698.70,806.05,14,9781.80,11284.70,1502.90,,,,,,
24/07/25,SENORES,Smallcap,Healthcare,680.00,780.40,15,10200.00,11706.00,1506.00,,,,,,
26/05/25,SUBROS,Midcap,Auto,778.63,894.60,13,10122.19,11629.80,1507.61,,,,,,
