Symbol,Transaction Date,Total Shares
0P0001784G.BO,28 October 2024,9401.121
0P0001784G.BO,05 November 2024,9422.494
0P0001784G.BO,11 November 2024,9443.063
0P0001784G.BO,18 November 2024,9464.185
0P0001784G.BO,25 November 2024,9484.453
0P0001784G.BO,02 December 2024,9504.483
0P0001784G.BO,09 December 2024,9523.825
0P0001784G.BO,16 December 2024,9542.857
0P0001784G.BO,23 December 2024,9565.128
0P0001784G.BO,30 December 2024,9587.35
0P0001784G.BO,06 January 2025,9609.794
0P0001784G.BO,13 January 2025,9632.695
0P0001784G.BO,20 January 2025,9655.873
0P0001784G.BO,27 January 2025,9679.937
0P0001784G.BO,03 February 2025,9703.598
0P0001784G.BO,10 February 2025,9727.158
0P0001784G.BO,17 February 2025,9751.702
0P0001784G.BO,24 February 2025,9776.919
0P0001784G.BO,03 March 2025,9803.429
0P0001784G.BO,10 March 2025,9830.026
0P0001784G.BO,17 March 2025,9857.824
0P0001784G.BO,24 March 2025,9884.368
0P0001784G.BO,01 April 2025,9911.839
0P0001784G.BO,08 April 2025,9940.887
0P0001784G.BO,15 April 2025,9969.548
0P0001784G.BO,22 April 2025,9997.65
0P0001784G.BO,29 April 2025,10024.645
0P0001784G.BO,06 May 2025,10051.767
0P0001784G.BO,13 May 2025,10077.764
0P0001784G.BO,20 May 2025,10103.601
0P0001784G.BO,27 May 2025,10129.263
0P0001784G.BO,03 June 2025,10155.064
0P0001784G.BO,10 June 2025,10179.905
0P0001784G.BO,17 June 2025,10204.387
0P00014GLS.BO,13 April 2020,646.07
0P00014GLS.BO,02 May 2023,0
